start_station_name,end_station_name,trip_count
Jersey & 3rd,Communipaw & Berry Lane,12
Jersey & 3rd,Dey St,7
Jersey & 3rd,Dixon Mills,113
Jersey & 3rd,Essex Light Rail,42
Jersey & 3rd,Fairmount Ave,9
Jersey & 3rd,Glenwood Ave,3
Jersey & 3rd,Grand St,155
Jersey & 3rd,Grand St & 14 St,30
Jersey & 3rd,Grant Ave & MLK Dr,2
Jersey & 3rd,Grove St PATH,888
Jersey & 3rd,Hamilton Park,1061
Jersey & 3rd,Harborside,123
Jersey & 3rd,Heights Elevator,9
Jersey & 3rd,Hilltop,76
Jersey & 3rd,Hoboken Ave at Monmouth St,173
Jersey & 3rd,Hoboken Terminal - Hudson St & Hudson Pl,50
Jersey & 3rd,Hoboken Terminal - River St & Hudson Pl,56
Jersey & 3rd,Hudson St & 4 St,43
Jersey & 3rd,JC Medical Center,236
Jersey & 3rd,Jackson Square,4
Jersey & 3rd,Jersey & 3rd,479
Jersey & 3rd,Jersey & 6th St,400
Jersey & 3rd,Journal Square,19
Jersey & 3rd,Lafayette Park,111
Jersey & 3rd,Leonard Gordon Park,19
Jersey & 3rd,Liberty Light Rail,133
Jersey & 3rd,Lincoln Park,11
Jersey & 3rd,Madison St & 1 St,27
Jersey & 3rd,Madison St & 10 St,45
Jersey & 3rd,Mama Johnson Field - 4 St & Jackson St,15
Jersey & 3rd,Manila & 1st,267
Jersey & 3rd,Marin Light Rail,153
Jersey & 3rd,Marshall St & 2 St,18
Jersey & 3rd,McGinley Square,20
Jersey & 3rd,Monmouth and 6th,378
Jersey & 3rd,Montgomery St,40
Jersey & 3rd,Morris Canal,33
Jersey & 3rd,Newark Ave,170
Jersey & 3rd,Newport PATH,190
Jersey & 3rd,Newport Pkwy,148
Jersey & 3rd,Oakland Ave,33
Jersey & 3rd,Paulus Hook,34
Jersey & 3rd,Pershing Field,31
Jersey & 3rd,Riverview Park,59
Jersey & 3rd,Sip Ave,6
Jersey & 3rd,South Waterfront Walkway - Sinatra Dr & 1 St,42
Jersey & 3rd,Southwest Park - Jackson St & Observer Hwy,26
Jersey & 3rd,Stevens - River Ter & 6 St,11
Jersey & 3rd,Union St,2
Jersey & 3rd,Van Vorst Park,287
Jersey & 3rd,Warren St,273
Jersey & 3rd,Washington St,122
Jersey & 3rd,Willow Ave & 12 St,19
Jersey & 3rd,York St & Marin Blvd,8
Jersey & 6th St,11 Ave & W 59 St,2
Jersey & 6th St,11 St & Washington St,18
Jersey & 6th St,12 St & Sinatra Dr N,17
Jersey & 6th St,14 St Ferry - 14 St & Shipyard Ln,14
Jersey & 6th St,4 St & Grand St,13
Jersey & 6th St,5 Corners Library,26
Jersey & 6th St,6 St & Grand St,14
Jersey & 6th St,7 St & Monroe St,7
Jersey & 6th St,8 St & Washington St,14
Jersey & 6th St,9 St HBLR - Jackson St & 8 St,5
Jersey & 6th St,Adams St & 11 St,10
Jersey & 6th St,Adams St & 2 St,18
Jersey & 6th St,Astor Place,12
Jersey & 6th St,Baldwin at Montgomery,18
Jersey & 6th St,Bergen Ave,24
Jersey & 6th St,Bergen Ave & Sip Ave,20
Jersey & 6th St,Bergen Ave & Stegman St,2
Jersey & 6th St,Bloomfield St & 15 St,12
Jersey & 6th St,Brunswick & 6th,161
Jersey & 6th St,Brunswick St,61
Jersey & 6th St,Christ Hospital,22
Jersey & 6th St,Church Sq Park - 5 St & Park Ave,39
Jersey & 6th St,City Hall,164
Jersey & 6th St,City Hall - Washington St & 1 St,35
Jersey & 6th St,Clinton St & 7 St,4
Jersey & 6th St,Clinton St & Newark St,14
Jersey & 6th St,Columbus Dr at Exchange Pl,97
Jersey & 6th St,Columbus Drive,232
Jersey & 6th St,Columbus Park - Clinton St & 9 St,7
Jersey & 6th St,Communipaw & Berry Lane,12
Jersey & 6th St,Dey St,4
Jersey & 6th St,Dixon Mills,27
Jersey & 6th St,Essex Light Rail,36
Jersey & 6th St,Fairmount Ave,20
Jersey & 6th St,Glenwood Ave,10
Jersey & 6th St,Grand St,126
Jersey & 6th St,Grand St & 14 St,21
Jersey & 6th St,Grant Ave & MLK Dr,1
Jersey & 6th St,Grove St PATH,1646
Jersey & 6th St,Hamilton Park,162
Jersey & 6th St,Harborside,139
Jersey & 6th St,Heights Elevator,19
Jersey & 6th St,Hilltop,56
Jersey & 6th St,Hoboken Ave at Monmouth St,47
Jersey & 6th St,Hoboken Terminal - Hudson St & Hudson Pl,83
Jersey & 6th St,Hoboken Terminal - River St & Hudson Pl,59
Jersey & 6th St,Hudson St & 4 St,42
Jersey & 6th St,JC Medical Center,71
Jersey & 6th St,Jackson Square,6
Jersey & 6th St,Jersey & 3rd,251
Jersey & 6th St,Jersey & 6th St,392
Jersey & 6th St,Journal Square,17
Jersey & 6th St,Lafayette Park,22
Jersey & 6th St,Leonard Gordon Park,9
Jersey & 6th St,Liberty Light Rail,58
Jersey & 6th St,Lincoln Park,4
Jersey & 6th St,Madison St & 1 St,24
Jersey & 6th St,Madison St & 10 St,44
Jersey & 6th St,Mama Johnson Field - 4 St & Jackson St,14
Jersey & 6th St,Manila & 1st,475
Jersey & 6th St,Marin Light Rail,100
Jersey & 6th St,Marshall St & 2 St,21
Jersey & 6th St,McGinley Square,22
Jersey & 6th St,Monmouth and 6th,106
Jersey & 6th St,Montgomery St,26
Jersey & 6th St,Morris Canal,18
Jersey & 6th St,Newark Ave,335
Jersey & 6th St,Newport PATH,150
Jersey & 6th St,Newport Pkwy,106
Jersey & 6th St,Oakland Ave,28
Jersey & 6th St,Paulus Hook,46
Jersey & 6th St,Pershing Field,19
Jersey & 6th St,Riverview Park,18
Jersey & 6th St,Sip Ave,10
Jersey & 6th St,South Waterfront Walkway - Sinatra Dr & 1 St,173
Jersey & 6th St,Southwest Park - Jackson St & Observer Hwy,66
Jersey & 6th St,Stevens - River Ter & 6 St,10
Jersey & 6th St,Union St,2
Jersey & 6th St,Van Vorst Park,130
Jersey & 6th St,W 16 St & The High Line,2
Jersey & 6th St,Warren St,152
Jersey & 6th St,Washington St,105
Jersey & 6th St,Willow Ave & 12 St,4
Jersey & 6th St,York St & Marin Blvd,10
Journal Square,11 St & Washington St,2
Journal Square,12 St & Sinatra Dr N,4
Journal Square,14 St Ferry - 14 St & Shipyard Ln,5
Journal Square,4 St & Grand St,4
Journal Square,5 Corners Library,157
Journal Square,6 St & Grand St,3
Journal Square,7 St & Monroe St,5
Journal Square,8 St & Washington St,7
Journal Square,9 St HBLR - Jackson St & 8 St,2
Journal Square,Adams St & 11 St,1
Journal Square,Adams St & 2 St,5
Journal Square,Astor Place,271
Journal Square,Baldwin at Montgomery,399
Journal Square,Bergen Ave,316
Journal Square,Bergen Ave & Sip Ave,125
Journal Square,Bergen Ave & Stegman St,38
Journal Square,Bloomfield St & 15 St,7
Journal Square,Broadway & E 19 St,1
Journal Square,Brunswick & 6th,33
Journal Square,Brunswick St,91
Journal Square,Central Park North & Adam Clayton Powell Blvd,1
Journal Square,Christ Hospital,208
Journal Square,Church Sq Park - 5 St & Park Ave,9
Journal Square,City Hall,30
Journal Square,City Hall - Washington St & 1 St,21
Journal Square,Clinton St & 7 St,7
Journal Square,Clinton St & Newark St,14
Journal Square,Columbus Dr at Exchange Pl,16
Journal Square,Columbus Drive,23
Journal Square,Columbus Park - Clinton St & 9 St,5
Journal Square,Communipaw & Berry Lane,26
Journal Square,Dey St,1053
Journal Square,Dixon Mills,19
Journal Square,Essex Light Rail,4
Journal Square,Fairmount Ave,273
Journal Square,Glenwood Ave,90
Journal Square,Grand St,15
Journal Square,Grand St & 14 St,6
Journal Square,Grant Ave & MLK Dr,18
Journal Square,Greenwich St & W Houston St,1
Journal Square,Grove St PATH,64
Journal Square,Hamilton Park,93
Journal Square,Harborside,14
Journal Square,Heights Elevator,50
Journal Square,Hilltop,173
Journal Square,Hoboken Ave at Monmouth St,25
Journal Square,Hoboken Terminal - Hudson St & Hudson Pl,16
Journal Square,Hoboken Terminal - River St & Hudson Pl,15
Journal Square,Hudson St & 4 St,12
Journal Square,JC Medical Center,14
Journal Square,Jackson Square,37
Journal Square,Jersey & 3rd,21
Journal Square,Jersey & 6th St,18
Journal Square,Journal Square,432
Journal Square,Lafayette Park,10
Journal Square,Leonard Gordon Park,736
Journal Square,Liberty Light Rail,35
Journal Square,Lincoln Park,198
Journal Square,Madison St & 1 St,10
Journal Square,Madison St & 10 St,2
Journal Square,Mama Johnson Field - 4 St & Jackson St,3
Journal Square,Manila & 1st,65
Journal Square,Marin Light Rail,66
Journal Square,Marshall St & 2 St,5
Journal Square,McGinley Square,280
Journal Square,Monmouth and 6th,11
Journal Square,Montgomery St,20
Journal Square,Morris Canal,9
Journal Square,Newark Ave,57
Journal Square,Newport PATH,61
Journal Square,Newport Pkwy,69
Journal Square,Oakland Ave,555
Journal Square,Paulus Hook,20
Journal Square,Pershing Field,680
Journal Square,Riverview Park,87
Journal Square,Sip Ave,89
Journal Square,South Waterfront Walkway - Sinatra Dr & 1 St,15
Journal Square,Southwest Park - Jackson St & Observer Hwy,7
Journal Square,Spring St & Hudson St,1
Journal Square,Stevens - River Ter & 6 St,25
Journal Square,Union St,167
Journal Square,Van Vorst Park,23
Journal Square,Vesey St & Church St,1
Journal Square,W 37 St & 10 Ave,1
Journal Square,Warren St,31
Journal Square,Washington St,75
Journal Square,West St & Chambers St,1
Journal Square,Willow Ave & 12 St,7
Journal Square,York St & Marin Blvd,1
Lafayette Park,11 St & Washington St,8
Lafayette Park,12 St & Sinatra Dr N,3
Lafayette Park,14 St Ferry - 14 St & Shipyard Ln,7
Lafayette Park,4 St & Grand St,1
Lafayette Park,5 Corners Library,7
Lafayette Park,6 St & Grand St,1
Lafayette Park,7 St & Monroe St,3
Lafayette Park,8 St & Washington St,1
Lafayette Park,9 St HBLR - Jackson St & 8 St,1
Lafayette Park,Adams St & 11 St,2
Lafayette Park,Astor Place,113
Lafayette Park,Baldwin at Montgomery,30
Lafayette Park,Bergen Ave,33
Lafayette Park,Bergen Ave & Sip Ave,28
Lafayette Park,Bergen Ave & Stegman St,15
Lafayette Park,Bloomfield St & 15 St,2
Lafayette Park,Brunswick & 6th,32
Lafayette Park,Brunswick St,68
Lafayette Park,Christ Hospital,11
Lafayette Park,Church Sq Park - 5 St & Park Ave,42
Lafayette Park,City Hall,1172
Lafayette Park,City Hall - Washington St & 1 St,5
Lafayette Park,Clinton St & 7 St,11
Lafayette Park,Clinton St & Newark St,8
Lafayette Park,Columbus Dr at Exchange Pl,199
Lafayette Park,Columbus Drive,52
Lafayette Park,Columbus Park - Clinton St & 9 St,1
Lafayette Park,Communipaw & Berry Lane,118
Lafayette Park,Dey St,30
Lafayette Park,Dixon Mills,57
Lafayette Park,Essex Light Rail,7
Lafayette Park,Fairmount Ave,8
Lafayette Park,Glenwood Ave,10
Lafayette Park,Grand St,116
Lafayette Park,Grand St & 14 St,4
Lafayette Park,Grant Ave & MLK Dr,7
Lafayette Park,Grove St PATH,2419
Lafayette Park,Hamilton Park,55
Lafayette Park,Harborside,39
Lafayette Park,Heights Elevator,4
Lafayette Park,Hilltop,24
Lafayette Park,Hoboken Ave at Monmouth St,33
Lafayette Park,Hoboken Terminal - Hudson St & Hudson Pl,13
Lafayette Park,Hoboken Terminal - River St & Hudson Pl,14
Lafayette Park,Hudson St & 4 St,19
Lafayette Park,JC Medical Center,121
Lafayette Park,Jackson Square,15
Lafayette Park,Jersey & 3rd,62
Lafayette Park,Jersey & 6th St,31
Lafayette Park,Journal Square,8
Lafayette Park,Lafayette Park,613
Lafayette Park,Leonard Gordon Park,1
Lafayette Park,Liberty Light Rail,423
Lafayette Park,Lincoln Park,7
Lafayette Park,Madison St & 1 St,1
Lafayette Park,Madison St & 10 St,2
Lafayette Park,Mama Johnson Field - 4 St & Jackson St,8
Lafayette Park,Manila & 1st,49
Lafayette Park,Marin Light Rail,88
Lafayette Park,Marshall St & 2 St,5
Lafayette Park,McGinley Square,42
Lafayette Park,Monmouth and 6th,12
Lafayette Park,Montgomery St,95
Lafayette Park,Morris Canal,10
Lafayette Park,Newark Ave,136
Lafayette Park,Newport PATH,55
Lafayette Park,Newport Pkwy,25
Lafayette Park,Oakland Ave,2
Lafayette Park,Paulus Hook,63
Lafayette Park,Pershing Field,11
Lafayette Park,Riverview Park,11
Lafayette Park,Sip Ave,11
Lafayette Park,South Waterfront Walkway - Sinatra Dr & 1 St,21
Lafayette Park,Southwest Park - Jackson St & Observer Hwy,15
Lafayette Park,Stevens - River Ter & 6 St,5
Lafayette Park,Union St,29
Lafayette Park,Van Vorst Park,143
Lafayette Park,Warren St,30
Lafayette Park,Washington St,43
Lafayette Park,Willow Ave & 12 St,1
Lafayette Park,York St & Marin Blvd,7
Leonard Gordon Park,11 St & Washington St,5
Leonard Gordon Park,12 St & Sinatra Dr N,5
Leonard Gordon Park,14 St Ferry - 14 St & Shipyard Ln,9
Leonard Gordon Park,4 St & Grand St,61
Leonard Gordon Park,5 Corners Library,111
Leonard Gordon Park,6 St & Grand St,51
Leonard Gordon Park,7 St & Monroe St,10
Leonard Gordon Park,8 St & Washington St,29
Leonard Gordon Park,9 St HBLR - Jackson St & 8 St,9
Leonard Gordon Park,Adams St & 11 St,3
Leonard Gordon Park,Adams St & 2 St,5
Leonard Gordon Park,Astor Place,11
Leonard Gordon Park,Baldwin at Montgomery,38
Leonard Gordon Park,Bergen Ave,11
Leonard Gordon Park,Bergen Ave & Sip Ave,112
Leonard Gordon Park,Bergen Ave & Stegman St,14
Leonard Gordon Park,Bloomfield St & 15 St,15
Leonard Gordon Park,Brunswick & 6th,6
Leonard Gordon Park,Brunswick St,31
Leonard Gordon Park,Central Park North & Adam Clayton Powell Blvd,1
Leonard Gordon Park,Christ Hospital,39
Leonard Gordon Park,Church Sq Park - 5 St & Park Ave,50
Leonard Gordon Park,City Hall,120
Leonard Gordon Park,City Hall - Washington St & 1 St,99
Leonard Gordon Park,Clinton St & 7 St,9
Leonard Gordon Park,Clinton St & Newark St,17
Leonard Gordon Park,Columbus Dr at Exchange Pl,16
Leonard Gordon Park,Columbus Drive,10
Leonard Gordon Park,Columbus Park - Clinton St & 9 St,3
Leonard Gordon Park,Dey St,28
Leonard Gordon Park,Dixon Mills,1
Leonard Gordon Park,Essex Light Rail,4
Leonard Gordon Park,Fairmount Ave,11
Leonard Gordon Park,Glenwood Ave,28
Leonard Gordon Park,Grand St,9
Leonard Gordon Park,Grand St & 14 St,17
Leonard Gordon Park,Grant Ave & MLK Dr,9
Leonard Gordon Park,Grove St PATH,74
Leonard Gordon Park,Hamilton Park,31
Leonard Gordon Park,Harborside,6
Leonard Gordon Park,Heights Elevator,115
Leonard Gordon Park,Hilltop,55
Leonard Gordon Park,Hoboken Ave at Monmouth St,27
Leonard Gordon Park,Hoboken Terminal - Hudson St & Hudson Pl,88
Leonard Gordon Park,Hoboken Terminal - River St & Hudson Pl,92
Leonard Gordon Park,Hudson St & 4 St,37
Leonard Gordon Park,JC Medical Center,41
Leonard Gordon Park,Jackson Square,2
Leonard Gordon Park,Jersey & 3rd,11
Leonard Gordon Park,Jersey & 6th St,8
Leonard Gordon Park,Journal Square,637
Leonard Gordon Park,Lafayette Park,3
Leonard Gordon Park,Leonard Gordon Park,605
Leonard Gordon Park,Liberty Light Rail,27
Leonard Gordon Park,Lincoln Park,34
Leonard Gordon Park,Madison St & 1 St,10
Leonard Gordon Park,Madison St & 10 St,4
Leonard Gordon Park,Mama Johnson Field - 4 St & Jackson St,6
Leonard Gordon Park,Manila & 1st,29
Leonard Gordon Park,Marin Light Rail,20
Leonard Gordon Park,Marshall St & 2 St,29
Leonard Gordon Park,McGinley Square,75
Leonard Gordon Park,Monmouth and 6th,7
Leonard Gordon Park,Montgomery St,58
Leonard Gordon Park,Newark Ave,92
Leonard Gordon Park,Newport PATH,88
Leonard Gordon Park,Newport Pkwy,113
Leonard Gordon Park,Oakland Ave,165
Leonard Gordon Park,Paulus Hook,5
Leonard Gordon Park,Pershing Field,256
Leonard Gordon Park,Riverview Park,124
Leonard Gordon Park,Sip Ave,83
Leonard Gordon Park,South Waterfront Walkway - Sinatra Dr & 1 St,62
Leonard Gordon Park,Southwest Park - Jackson St & Observer Hwy,16
Leonard Gordon Park,Stevens - River Ter & 6 St,86
Leonard Gordon Park,Union St,26
Leonard Gordon Park,Van Vorst Park,124
Leonard Gordon Park,Warren St,13
Leonard Gordon Park,Washington St,47
Leonard Gordon Park,Willow Ave & 12 St,7
Liberty Light Rail,11 St & Washington St,10
Liberty Light Rail,12 St & Sinatra Dr N,3
Liberty Light Rail,14 St Ferry - 14 St & Shipyard Ln,8
Liberty Light Rail,4 St & Grand St,6
Liberty Light Rail,5 Corners Library,28
Liberty Light Rail,6 St & Grand St,2
Liberty Light Rail,7 St & Monroe St,6
Liberty Light Rail,8 St & Washington St,11
Liberty Light Rail,9 St HBLR - Jackson St & 8 St,3
Liberty Light Rail,Adams St & 11 St,1
Liberty Light Rail,Adams St & 2 St,5
Liberty Light Rail,Astor Place,49
Liberty Light Rail,Baldwin at Montgomery,98
Liberty Light Rail,Bergen Ave,51
Liberty Light Rail,Bergen Ave & Sip Ave,14
Liberty Light Rail,Bergen Ave & Stegman St,21
Liberty Light Rail,Bloomfield St & 15 St,7
Liberty Light Rail,Brunswick & 6th,32
Liberty Light Rail,Brunswick St,67
Liberty Light Rail,Bus Slip & State St,1
Liberty Light Rail,Christ Hospital,10
Liberty Light Rail,Church Sq Park - 5 St & Park Ave,9
Liberty Light Rail,City Hall,1675
Liberty Light Rail,City Hall - Washington St & 1 St,31
Liberty Light Rail,Clinton St & 7 St,4
Liberty Light Rail,Clinton St & Newark St,3
Liberty Light Rail,Columbus Dr at Exchange Pl,633
Liberty Light Rail,Columbus Drive,201
Liberty Light Rail,Columbus Park - Clinton St & 9 St,4
Liberty Light Rail,Communipaw & Berry Lane,149
Liberty Light Rail,Dey St,7
Liberty Light Rail,Dixon Mills,47
Liberty Light Rail,E 13 St & 2 Ave,1
Liberty Light Rail,E 22 St & 2 Ave,1
Liberty Light Rail,Essex Light Rail,82
Liberty Light Rail,Fairmount Ave,22
Liberty Light Rail,Glenwood Ave,7
Liberty Light Rail,Grand St,294
Liberty Light Rail,Grand St & 14 St,13
Liberty Light Rail,Grant Ave & MLK Dr,9
Liberty Light Rail,Grove St PATH,2683
Liberty Light Rail,Hamilton Park,174
Liberty Light Rail,Harborside,321
Liberty Light Rail,Heights Elevator,10
Liberty Light Rail,Hilltop,42
Liberty Light Rail,Hoboken Ave at Monmouth St,15
Liberty Light Rail,Hoboken Terminal - Hudson St & Hudson Pl,33
Liberty Light Rail,Hoboken Terminal - River St & Hudson Pl,14
Liberty Light Rail,Hudson St & 4 St,16
Liberty Light Rail,JC Medical Center,418
Liberty Light Rail,Jackson Square,46
Liberty Light Rail,Jersey & 3rd,111
Liberty Light Rail,Jersey & 6th St,74
Liberty Light Rail,Journal Square,14
Liberty Light Rail,Lafayette Park,288
Liberty Light Rail,Leonard Gordon Park,25
Liberty Light Rail,Liberty Light Rail,3519
Liberty Light Rail,Lincoln Park,25
Liberty Light Rail,Madison St & 1 St,16
Liberty Light Rail,Madison St & 10 St,3
Liberty Light Rail,Mama Johnson Field - 4 St & Jackson St,3
Liberty Light Rail,Manila & 1st,156
Liberty Light Rail,Marin Light Rail,452
Liberty Light Rail,Marshall St & 2 St,9
Liberty Light Rail,McGinley Square,45
Liberty Light Rail,Monmouth and 6th,36
Liberty Light Rail,Montgomery St,90
Liberty Light Rail,Morris Canal,80
Liberty Light Rail,Newark Ave,348
Liberty Light Rail,Newport PATH,110
Liberty Light Rail,Newport Pkwy,103
Liberty Light Rail,Oakland Ave,3
Liberty Light Rail,Paulus Hook,378
Liberty Light Rail,Pershing Field,12
Liberty Light Rail,Riverview Park,3
Liberty Light Rail,Sip Ave,13
Liberty Light Rail,South Waterfront Walkway - Sinatra Dr & 1 St,31
Liberty Light Rail,Southwest Park - Jackson St & Observer Hwy,5
Liberty Light Rail,Stevens - River Ter & 6 St,6
Liberty Light Rail,Union St,23
Liberty Light Rail,Van Vorst Park,465
Liberty Light Rail,Vesey Pl & River Terrace,1
Liberty Light Rail,Vesey St & Church St,1
Liberty Light Rail,W 22 St & 10 Ave,1
Liberty Light Rail,Warren St,153
Liberty Light Rail,Washington St,168
Liberty Light Rail,Willow Ave & 12 St,6
Liberty Light Rail,York St & Marin Blvd,19
Lincoln Park,11 St & Washington St,6
Lincoln Park,12 St & Sinatra Dr N,2
Lincoln Park,14 St Ferry - 14 St & Shipyard Ln,1
Lincoln Park,4 St & Grand St,2
Lincoln Park,5 Corners Library,20
Lincoln Park,8 St & Washington St,2
Lincoln Park,Adams St & 11 St,1
Lincoln Park,Adams St & 2 St,2
Lincoln Park,Astor Place,143
Lincoln Park,Baldwin at Montgomery,94
Lincoln Park,Bergen Ave,112
Lincoln Park,Bergen Ave & Sip Ave,490
Lincoln Park,Bergen Ave & Stegman St,29
Lincoln Park,Bloomfield St & 15 St,3
Lincoln Park,Brunswick & 6th,30
Lincoln Park,Brunswick St,60
Lincoln Park,Christ Hospital,17
Lincoln Park,City Hall,106
Lincoln Park,City Hall - Washington St & 1 St,6
Lincoln Park,Clinton St & Newark St,1
Lincoln Park,Columbus Dr at Exchange Pl,22
Lincoln Park,Columbus Drive,15
Lincoln Park,Communipaw & Berry Lane,15
Lincoln Park,Dey St,23
Lincoln Park,Dixon Mills,19
Lincoln Park,Essex Light Rail,2
Lincoln Park,Fairmount Ave,229
Lincoln Park,Glenwood Ave,118
Lincoln Park,Grand St,22
Lincoln Park,Grand St & 14 St,1
Lincoln Park,Grant Ave & MLK Dr,10
Lincoln Park,Grove St PATH,130
Lincoln Park,Hamilton Park,14
Lincoln Park,Harborside,18
Lincoln Park,Heights Elevator,10
Lincoln Park,Hilltop,67
Lincoln Park,Hoboken Ave at Monmouth St,1
Lincoln Park,Hoboken Terminal - Hudson St & Hudson Pl,23
Lincoln Park,Hoboken Terminal - River St & Hudson Pl,13
Lincoln Park,Hudson St & 4 St,1
Lincoln Park,JC Medical Center,32
Lincoln Park,Jackson Square,21
Lincoln Park,Jersey & 3rd,23
Lincoln Park,Jersey & 6th St,6
Lincoln Park,Journal Square,163
Lincoln Park,Lafayette Park,7
Lincoln Park,Leonard Gordon Park,26
Lincoln Park,Liberty Light Rail,22
Lincoln Park,Lincoln Park,1042
Lincoln Park,Madison St & 1 St,1
Lincoln Park,Madison St & 10 St,1
Lincoln Park,Manila & 1st,18
Lincoln Park,Marin Light Rail,19
Lincoln Park,Marshall St & 2 St,1
Lincoln Park,McGinley Square,191
Lincoln Park,Monmouth and 6th,16
Lincoln Park,Montgomery St,37
Lincoln Park,Morris Canal,10
Lincoln Park,Newark Ave,59
Lincoln Park,Newport PATH,33
Lincoln Park,Newport Pkwy,16
Lincoln Park,Oakland Ave,5
Lincoln Park,Paulus Hook,15
